model,polyphony,dynamics,midiset,audioset,piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
OaF,9,0,random,disklavier,RANDOM_P09_D0,0.6738110351866373,0.5061757253321615,0.5780857902548934,0.8732970027247956,0.8281653746770026,0.850132625994695,0.1920980926430517,0.1821705426356589,0.1870026525198939,0.1825613079019073,0.1731266149870801,0.1777188328912466,0.0245231607629427,0.0232558139534883,0.0238726790450928
OaF,9,1,random,disklavier,RANDOM_P09_D1,0.7375906818602616,0.4098063237040708,0.5268783590434165,0.8580060422960725,0.7235668789808917,0.7850725639253628,0.202416918429003,0.1707006369426751,0.1852107809260539,0.459214501510574,0.3872611464968153,0.4201796821008984,0.1163141993957704,0.0980891719745223,0.1064270905321354
OaF,9,2,random,disklavier,RANDOM_P09_D2,0.7526898860285327,0.3532613269743302,0.4808462160218427,0.8872340425531915,0.5515873015873016,0.6802610114192496,0.2914893617021276,0.1812169312169312,0.2234910277324633,0.6340425531914894,0.3941798941798942,0.4861337683523655,0.202127659574468,0.1256613756613756,0.1549755301794453
OaF,10,0,random,disklavier,RANDOM_P10_D0,0.6957998002702226,0.4984849250037876,0.580842581195659,0.8762376237623762,0.8213457076566125,0.8479041916167664,0.1806930693069307,0.1693735498839907,0.1748502994011976,0.1745049504950495,0.1635730858468677,0.1688622754491018,0.0334158415841584,0.031322505800464,0.0323353293413173
OaF,10,1,random,disklavier,RANDOM_P10_D1,0.6740101100846083,0.4231157724617431,0.5198752721311815,0.8478561549100968,0.696590909090909,0.7648159700561448,0.1950207468879668,0.1602272727272727,0.1759201497192763,0.4619640387275242,0.3795454545454545,0.4167186525265128,0.1217150760719225,0.1,0.1097941359950093
OaF,10,2,random,disklavier,RANDOM_P10_D2,0.7446352730795023,0.33653239045334,0.463561567586059,0.8715953307392996,0.5352449223416965,0.6632124352331606,0.2665369649805447,0.1636798088410991,0.2028127313101406,0.6264591439688716,0.3847072879330944,0.4766839378238341,0.1964980544747081,0.1206690561529271,0.1495188749074759
OaF,11,0,random,disklavier,RANDOM_P11_D0,0.6512790187513114,0.5225283134374044,0.5798425651520427,0.8629385964912281,0.8232217573221757,0.8426124197002142,0.1644736842105263,0.1569037656903765,0.1605995717344754,0.175438596491228,0.1673640167364016,0.171306209850107,0.0230263157894736,0.0219665271966527,0.0224839400428265
OaF,11,1,random,disklavier,RANDOM_P11_D1,0.6483028382247252,0.4209229921898307,0.5104357989647688,0.8605898123324397,0.6632231404958677,0.7491248541423571,0.2010723860589812,0.1549586776859504,0.1750291715285881,0.470509383378016,0.3626033057851239,0.4095682613768961,0.1099195710455764,0.0847107438016528,0.0956826137689614
OaF,11,2,random,disklavier,RANDOM_P11_D2,0.7568431640204037,0.3224616609017723,0.4522409204086889,0.8698752228163993,0.5264293419633226,0.6559139784946236,0.2709447415329768,0.1639697950377562,0.2043010752688172,0.6149732620320856,0.372168284789644,0.4637096774193548,0.1978609625668449,0.1197411003236245,0.1491935483870967
OaF,12,0,random,disklavier,RANDOM_P12_D0,0.5981511824117777,0.5146337871104846,0.5532583863014319,0.861336032388664,0.8127984718242598,0.8363636363636362,0.1548582995951417,0.1461318051575931,0.1503685503685503,0.1761133603238866,0.166189111747851,0.171007371007371,0.0222672064777327,0.0210124164278892,0.0216216216216216
OaF,12,1,random,disklavier,RANDOM_P12_D1,0.645615997443331,0.3967357760071821,0.4914635735696599,0.8580246913580247,0.6581439393939394,0.744908896034298,0.1765432098765432,0.1354166666666666,0.1532690246516612,0.4518518518518518,0.3465909090909091,0.3922829581993569,0.091358024691358,0.0700757575757575,0.0793140407288317
OaF,12,2,random,disklavier,RANDOM_P12_D2,0.7489252231564771,0.3041929353352455,0.4326537533164436,0.8690476190476191,0.503448275862069,0.6375545851528385,0.2431972789115646,0.1408866995073891,0.1784154709918902,0.6224489795918368,0.3605911330049261,0.4566437928883343,0.1785714285714285,0.1034482758620689,0.131004366812227
OaF,13,0,random,disklavier,RANDOM_P13_D0,0.5326749413476284,0.5263590739841347,0.5294981743800873,0.8293577981651377,0.7936786654960492,0.8111260655002244,0.1348623853211009,0.1290605794556628,0.1318977119784656,0.1660550458715596,0.1589113257243195,0.1624046657694033,0.0348623853211009,0.0333625987708516,0.0340960071781067
OaF,13,1,random,disklavier,RANDOM_P13_D1,0.6524103419516264,0.3798117385055611,0.4801158798810103,0.8547619047619047,0.6281714785651793,0.724155320221886,0.1523809523809524,0.1119860017497812,0.1290973272818961,0.4357142857142857,0.3202099737532808,0.3691376701966717,0.0833333333333333,0.0612423447069116,0.0706001008572869
OaF,13,2,random,disklavier,RANDOM_P13_D2,0.7476259986501546,0.3083536174840748,0.4366243016183662,0.8446909667194928,0.4836660617059891,0.6151182919792268,0.2266244057052298,0.1297640653357532,0.1650317368724755,0.595879556259905,0.3411978221415608,0.4339296018465089,0.1695721077654516,0.0970961887477313,0.1234852856318522
OaF,14,0,random,disklavier,RANDOM_P14_D0,0.5687818308818045,0.5041778376233814,0.5345348981718412,0.8407310704960835,0.7885714285714286,0.8138163437236731,0.144473455178416,0.1355102040816326,0.1398483572030328,0.1662315056570931,0.1559183673469387,0.1609098567818028,0.0295909486510008,0.0277551020408163,0.0286436394271272
OaF,14,1,random,disklavier,RANDOM_P14_D1,0.6123218417068921,0.3867301656023379,0.4740560561667312,0.8225108225108225,0.6104417670682731,0.7007837713231905,0.158008658008658,0.1172690763052208,0.1346242508068234,0.4329004329004329,0.321285140562249,0.3688335638543107,0.0854978354978355,0.0634538152610441,0.0728446288612263
OaF,14,2,random,disklavier,RANDOM_P14_D2,0.7460929634620448,0.2895527771098822,0.4171953421703338,0.8516320474777448,0.4791318864774624,0.6132478632478633,0.2002967359050445,0.1126878130217028,0.1442307692307692,0.5741839762611276,0.3230383973288814,0.4134615384615384,0.1468842729970326,0.0826377295492487,0.1057692307692307
OaF,15,0,random,disklavier,RANDOM_P15_D0,0.475801327124806,0.5125714702532249,0.49350242426698,0.8319672131147541,0.7660377358490567,0.7976424361493125,0.1245901639344262,0.1147169811320754,0.1194499017681729,0.1745901639344262,0.160754716981132,0.1673870333988212,0.0360655737704918,0.0332075471698113,0.0345776031434184
OaF,15,1,random,disklavier,RANDOM_P15_D1,0.6254894751355823,0.38194534095948,0.4742794015661319,0.8450106157112527,0.5958083832335329,0.6988586479367865,0.173036093418259,0.1220059880239521,0.1431079894644425,0.440552016985138,0.3106287425149701,0.3643546971027217,0.0944798301486199,0.0666167664670658,0.0781387181738367
OaF,15,2,random,disklavier,RANDOM_P15_D2,0.7422508380465762,0.2820420737215997,0.4087619140561465,0.8535564853556485,0.4770070148090413,0.612,0.203626220362622,0.1137957911145752,0.146,0.5801952580195258,0.3242400623538581,0.416,0.1436541143654114,0.0802805923616523,0.103
OaF,16,0,random,disklavier,RANDOM_P16_D0,0.45281355052126,0.5322925217318095,0.489346829687141,0.8095238095238095,0.7595744680851064,0.7837541163556532,0.128495842781557,0.1205673758865248,0.1244054152945481,0.1655328798185941,0.1553191489361702,0.1602634467618002,0.0256991685563114,0.0241134751773049,0.0248810830589096
OaF,16,1,random,disklavier,RANDOM_P16_D1,0.3414639652714618,0.5569759428478239,0.4233721416132328,0.802943581357318,0.6871938418474458,0.7405731523378583,0.0915780866721177,0.0783764870538838,0.0844645550527903,0.2117743254292722,0.1812456263121063,0.1953242835595776,0.0220768601798855,0.0188943317004898,0.0203619909502262
OaF,16,2,random,disklavier,RANDOM_P16_D2,0.7206362043402076,0.2813494924405479,0.4046976538224262,0.8342036553524804,0.463379260333575,0.5958041958041959,0.1906005221932115,0.1058738216098622,0.1361305361305361,0.5574412532637075,0.3096446700507614,0.3981351981351981,0.1409921671018277,0.0783176214648295,0.1006993006993006
OaF,17,0,random,disklavier,RANDOM_P17_D0,0.5122609522528839,0.5281938784100306,0.5201054215031585,0.8224163027656477,0.7538358905937291,0.7866341802993387,0.1411935953420669,0.1294196130753835,0.1350504698920988,0.1652110625909752,0.1514342895263509,0.1580229725026105,0.0262008733624454,0.0240160106737825,0.0250609119387399
OaF,17,1,random,disklavier,RANDOM_P17_D1,0.5841129957143719,0.3833329207001559,0.4628883886263008,0.8397737983034873,0.5842622950819673,0.6890951276102089,0.1508011310084825,0.1049180327868852,0.1237432327919566,0.4476908576814326,0.3114754098360656,0.3673627223511215,0.0706880301602262,0.0491803278688524,0.0580046403712296
OaF,17,2,random,disklavier,RANDOM_P17_D2,0.7030764084201657,0.2810056502211063,0.4015283920042455,0.8253968253968254,0.4620642515379357,0.5924627519719543,0.1733821733821733,0.0970608339029391,0.1244522348816827,0.5714285714285714,0.3198906356801094,0.4101665205959685,0.1221001221001221,0.0683526999316473,0.0876424189307625
OaF,18,0,random,disklavier,RANDOM_P18_D0,0.4284375758254475,0.5369173984028892,0.476582386233873,0.8338008415147266,0.7435897435897436,0.7861157024793389,0.1164095371669004,0.1038148843026891,0.1097520661157024,0.1626928471248246,0.1450906816760475,0.1533884297520661,0.0245441795231416,0.0218886804252657,0.0231404958677685
OaF,18,1,random,disklavier,RANDOM_P18_D1,0.4706888058187719,0.3798625824949369,0.4204262500452961,0.8431372549019608,0.5608695652173913,0.6736292428198434,0.1419234360410831,0.0944099378881987,0.113390525923163,0.4397759103641456,0.2925465838509317,0.3513614323013801,0.0793650793650793,0.0527950310559006,0.0634091756807161
OaF,18,2,random,disklavier,RANDOM_P18_D2,0.7112004082153336,0.2607221523338306,0.3815647638960657,0.831764705882353,0.4520460358056266,0.5857497928748964,0.1729411764705882,0.0939897698209718,0.1217895608947804,0.548235294117647,0.2979539641943734,0.3860811930405964,0.1141176470588235,0.0620204603580562,0.08036454018227
OaF,19,0,random,disklavier,RANDOM_P19_D0,0.4447986969351681,0.539666433299953,0.4876616122587077,0.7966751918158568,0.7364066193853428,0.7653562653562653,0.1035805626598465,0.0957446808510638,0.0995085995085995,0.1585677749360614,0.1465721040189125,0.1523341523341523,0.0217391304347826,0.0200945626477541,0.0208845208845208
OaF,19,1,random,disklavier,RANDOM_P19_D1,0.6233249444371813,0.3380048916222108,0.4383238143393971,0.8268359020852222,0.5355255431591309,0.6500356379187455,0.1368993653671804,0.0886670581327069,0.1076265146115466,0.4351767905711695,0.2818555490311215,0.3421240199572344,0.0616500453309156,0.0399295361127422,0.0484675694939415
OaF,19,2,random,disklavier,RANDOM_P19_D2,0.7088317515927388,0.2617079523708271,0.3822757699188912,0.8411967779056386,0.4406268836648583,0.5783227848101266,0.1714614499424626,0.0898131404460518,0.117879746835443,0.5742232451093211,0.3007836045810729,0.3947784810126583,0.1219792865362485,0.0638939119951778,0.0838607594936708
OaF,20,0,random,disklavier,RANDOM_P20_D0,0.4744825863266947,0.5116234042284526,0.4923535570997187,0.8218649517684887,0.7171717171717171,0.7659574468085106,0.1260450160771704,0.1099887766554433,0.1174707821396464,0.1530546623794212,0.1335578002244669,0.142643092598142,0.0199356913183279,0.0173961840628507,0.0185795624812706
OaF,20,1,random,disklavier,RANDOM_P20_D1,0.552997608326764,0.3483867709324152,0.42746924737402,0.8146513680494263,0.511924570160843,0.6287465940054496,0.1385701676963812,0.0870770937326677,0.1069482288828337,0.4307149161518093,0.2706600110926234,0.332425068119891,0.0803177405119152,0.050471436494731,0.0619891008174386
OaF,20,2,random,disklavier,RANDOM_P20_D2,0.685123728446721,0.2397894125519209,0.3552450691580395,0.745475113122172,0.3737946681792399,0.4979221760483567,0.1425339366515837,0.071469086783891,0.0952021156025689,0.5180995475113123,0.2597844583096994,0.3460521344918775,0.0938914027149321,0.047078842881452,0.0627125047223271
OaF,21,0,random,disklavier,RANDOM_P21_D0,0.43269418157195,0.5251498326284352,0.4744598779405639,0.8263058527375708,0.698404255319149,0.7569904871720957,0.1101321585903083,0.0930851063829787,0.1008936292879792,0.1680302076777847,0.1420212765957446,0.1539348515422311,0.0213971050975456,0.0180851063829787,0.0196021908330931
OaF,21,1,random,disklavier,RANDOM_P21_D1,0.5523915149816272,0.3633768940912371,0.4383778934667438,0.8074011774600505,0.5060622034791776,0.6221646143875567,0.1185870479394449,0.0743278861360042,0.0913804277381723,0.4432296047098402,0.2778070637849235,0.3415424497731691,0.0723296888141295,0.0453347390616763,0.0557355800388852
OaF,21,2,random,disklavier,RANDOM_P21_D2,0.657160841548244,0.2468906694029043,0.3589328221010829,0.7419700214132763,0.3735849056603773,0.4969523126568663,0.1423982869379015,0.0716981132075471,0.0953746862674793,0.5107066381156317,0.2571428571428571,0.3420580853352455,0.0995717344753747,0.0501347708894878,0.0666905700968088
OaF,22,0,random,disklavier,RANDOM_P22_D0,0.4341608202914193,0.5233020853261909,0.4745818585606218,0.8223289315726291,0.6933198380566802,0.7523338824821527,0.1044417767106842,0.0880566801619433,0.0955518945634266,0.1644657863145258,0.138663967611336,0.1504667764964305,0.0192076830732292,0.0161943319838056,0.0175727622185612
OaF,22,1,random,disklavier,RANDOM_P22_D1,0.459632202472172,0.3832938592631422,0.4180062966957995,0.8220198675496688,0.4992458521870286,0.6212073819205506,0.1241721854304635,0.0754147812971342,0.093837973099781,0.4246688741721854,0.2579185520361991,0.3209258680012511,0.0662251655629139,0.0402212166918049,0.0500469189865499
OaF,22,2,random,disklavier,RANDOM_P22_D2,0.6479927399051504,0.2541156751544096,0.3650672354836227,0.7615148413510747,0.3795918367346939,0.5066394279877426,0.1494370522006141,0.0744897959183673,0.0994211780728634,0.5066530194472876,0.2525510204081632,0.3370786516853932,0.0992835209825998,0.0494897959183673,0.066053796390875
OaF,23,0,random,disklavier,RANDOM_P23_D0,0.4634631355693861,0.5125960623581937,0.4867929708474011,0.822637106184364,0.6805019305019305,0.7448494453248812,0.1137689614935822,0.0941119691119691,0.1030110935023771,0.1651108518086347,0.1365830115830116,0.1494981510829371,0.014585764294049,0.012065637065637,0.0132065504490227
OaF,23,1,random,disklavier,RANDOM_P23_D1,0.6096341884680188,0.3164964187549637,0.4166734926929396,0.8220198675496688,0.4780934039480019,0.6045662100456621,0.1283112582781456,0.0746268656716417,0.0943683409436834,0.4354304635761589,0.2532498796340876,0.3202435312024352,0.0736754966887417,0.0428502648050072,0.0541856925418569
OaF,23,2,random,disklavier,RANDOM_P23_D2,0.6902472527472527,0.2390895382543261,0.3551584281147381,0.763,0.3711089494163424,0.4993455497382199,0.137,0.0666342412451361,0.0896596858638743,0.514,0.25,0.3363874345549738,0.092,0.0447470817120622,0.0602094240837696
OaF,24,0,random,disklavier,RANDOM_P24_D0,0.4578270532440971,0.507209422229081,0.4812547526619067,0.8314220183486238,0.6712962962962963,0.742827868852459,0.1141055045871559,0.0921296296296296,0.1019467213114754,0.169151376146789,0.136574074074074,0.1511270491803278,0.0194954128440367,0.0157407407407407,0.0174180327868852
OaF,24,1,random,disklavier,RANDOM_P24_D1,0.4816370581676019,0.3772038424982551,0.4230710225596444,0.81656346749226,0.4888785912882298,0.6115942028985507,0.109907120743034,0.0658016682113067,0.0823188405797101,0.4086687306501548,0.2446709916589434,0.3060869565217392,0.0557275541795665,0.0333642261353104,0.0417391304347826
OaF,24,2,random,disklavier,RANDOM_P24_D2,0.7197032608093894,0.2280053739112743,0.3463009728393483,0.762906309751434,0.372027972027972,0.5001566906925728,0.150095602294455,0.0731934731934731,0.0984017549357568,0.511472275334608,0.2494172494172494,0.3353180821059229,0.1032504780114722,0.0503496503496503,0.067690379191476
Kong,1,0,random,disklavier,RANDOM_P01_D0,0.7612367392518147,0.918716307277628,0.8325954198473282,0.8144329896907216,0.9404761904761904,0.8729281767955801,0.6288659793814433,0.7261904761904762,0.6740331491712707,0.1546391752577319,0.1785714285714285,0.1657458563535911,0.1546391752577319,0.1785714285714285,0.1657458563535911
Kong,1,1,random,disklavier,RANDOM_P01_D1,0.7959703393004269,0.8935508282182797,0.8419426398352085,0.8571428571428571,0.9176470588235294,0.8863636363636362,0.6593406593406593,0.7058823529411765,0.6818181818181818,0.5274725274725275,0.5647058823529412,0.5454545454545454,0.4395604395604395,0.4705882352941176,0.4545454545454545
Kong,1,2,random,disklavier,RANDOM_P01_D2,0.7665748095315286,0.7953914725422588,0.7807173222171777,0.8072289156626506,0.8481012658227848,0.8271604938271606,0.6024096385542169,0.6329113924050633,0.6172839506172839,0.5783132530120482,0.6075949367088608,0.5925925925925926,0.4578313253012048,0.4810126582278481,0.4691358024691358
Kong,2,0,random,disklavier,RANDOM_P02_D0,0.7397682076722405,0.7285515730952281,0.7341170479141026,0.7772020725388601,0.9146341463414634,0.8403361344537815,0.4818652849740932,0.5670731707317073,0.5210084033613445,0.1450777202072538,0.1707317073170731,0.1568627450980392,0.0984455958549222,0.1158536585365853,0.1064425770308123
Kong,2,1,random,disklavier,RANDOM_P02_D1,0.7470908823096185,0.6401076942492954,0.6894739226969958,0.8263473053892215,0.8165680473372781,0.8214285714285715,0.4311377245508982,0.4260355029585799,0.4285714285714285,0.5089820359281437,0.5029585798816568,0.5059523809523809,0.281437125748503,0.2781065088757396,0.2797619047619047
Kong,2,2,random,disklavier,RANDOM_P02_D2,0.814737057709048,0.669795832456325,0.7351908326402365,0.8701298701298701,0.8375,0.8535031847133757,0.5194805194805194,0.5,0.5095541401273885,0.6103896103896104,0.5875,0.5987261146496815,0.3961038961038961,0.38125,0.3885350318471337
Kong,3,0,random,disklavier,RANDOM_P03_D0,0.7127422849446624,0.6836001123279978,0.6978670947766756,0.8115942028985508,0.8888888888888888,0.8484848484848485,0.4420289855072464,0.4841269841269841,0.4621212121212121,0.1594202898550724,0.1746031746031746,0.1666666666666666,0.0942028985507246,0.1031746031746031,0.0984848484848485
Kong,3,1,random,disklavier,RANDOM_P03_D1,0.7353683727335323,0.6293282451316011,0.6782285256361795,0.7934782608695652,0.8488372093023255,0.8202247191011235,0.3840579710144927,0.4108527131782946,0.3970037453183521,0.5,0.5348837209302325,0.5168539325842696,0.2572463768115942,0.2751937984496124,0.2659176029962546
Kong,3,2,random,disklavier,RANDOM_P03_D2,0.7774361878564783,0.5392233881375905,0.636780809436244,0.848780487804878,0.7280334728033473,0.7837837837837837,0.4146341463414634,0.3556485355648535,0.3828828828828829,0.6536585365853659,0.5606694560669456,0.6036036036036037,0.3317073170731707,0.2845188284518828,0.3063063063063063
Kong,4,0,random,disklavier,RANDOM_P04_D0,0.7127835361273847,0.5990783410138248,0.6510032584462356,0.8126721763085399,0.8727810650887574,0.8416547788873039,0.3443526170798898,0.3698224852071006,0.3566333808844507,0.1597796143250688,0.1715976331360946,0.1654778887303851,0.0798898071625344,0.0857988165680473,0.0827389443651925
Kong,4,1,random,disklavier,RANDOM_P04_D1,0.7062519391870927,0.5746654885130018,0.6336998886414255,0.7570332480818415,0.8629737609329446,0.8065395095367849,0.3145780051150895,0.358600583090379,0.335149863760218,0.4833759590792839,0.5510204081632653,0.5149863760217983,0.227621483375959,0.2594752186588921,0.2425068119891008
Kong,4,2,random,disklavier,RANDOM_P04_D2,0.760271300381141,0.5330569817355442,0.6267054239594285,0.8181818181818182,0.7523219814241486,0.7838709677419355,0.3838383838383838,0.3529411764705882,0.3677419354838709,0.5892255892255892,0.541795665634675,0.5645161290322581,0.2996632996632997,0.2755417956656347,0.2870967741935484
Kong,5,0,random,disklavier,RANDOM_P05_D0,0.7396796122750959,0.580800511896543,0.6506819596672262,0.8008658008658008,0.8788598574821853,0.8380520951302377,0.2987012987012987,0.3277909738717339,0.3125707814269535,0.1385281385281385,0.1520190023752969,0.1449603624009059,0.0670995670995671,0.0736342042755344,0.0702151755379388
Kong,5,1,random,disklavier,RANDOM_P05_D1,0.7221703803172724,0.534247036637931,0.6141547871362346,0.7931034482758621,0.863849765258216,0.8269662921348314,0.2887931034482758,0.3145539906103286,0.3011235955056179,0.5107758620689655,0.5563380281690141,0.5325842696629214,0.1875,0.204225352112676,0.1955056179775281
