piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
RANDOM_P01_D0,-0.11569113228251306,,,0.05060546887364813,,0.5370952357414528,0.06371166973192623,0.5991344044163712,-0.13940235420894373
RANDOM_P01_D1,-0.19415774049779191,,,0.1256699333642306,-0.039159123530940115,0.5476829693099086,0.009430437758133138,0.5657071511963925,-0.21064405860294547
RANDOM_P01_D2,0.058614395126815995,,,0.05848154897020715,,0.3131191369220279,-0.04594084323025416,0.2227140461429377,0.017084337489609507
RANDOM_P02_D0,-0.022161621951889192,0.7942441202132673,0.23307416152576638,-0.0835616777318543,,-0.03507347153786238,0.15554439428467184,0.1897128220819248,0.8315826911701378
RANDOM_P02_D1,0.07683833353484362,0.5894509714320936,0.32498179161308627,0.046783480763797194,,0.42722545313274773,0.0840445706528907,0.4752791430597049,0.3421739475527981
RANDOM_P02_D2,0.012052942710638845,0.9111862926524286,0.21476718370215886,0.04684107993017458,-0.12530049068521903,0.060792203611853564,0.07723351493503813,0.4486163877632611,0.24233814558855815
RANDOM_P03_D0,0.043068854214851966,0.6491261487334529,0.24240333006326634,0.3534336993697654,0.15744057991807656,-0.09429425729153798,0.14614979546395557,-0.09976193399281989,0.7003690336541633
RANDOM_P03_D1,0.048030239148674485,0.7581189170188052,0.25889316095806697,-0.01223354386001968,,-0.03986486518931162,0.1113736134003456,0.057148564934703855,0.6990397229473473
RANDOM_P03_D2,0.10737100933156869,0.484153354749257,0.15874200472966735,0.022100775627126222,,0.20170927144997958,0.16027596852204593,0.405572275896019,0.19232748986904827
RANDOM_P04_D0,-0.020480122724347585,0.5005793329524282,0.04518448077672,0.15279540352877424,0.008522591384721702,0.08718503929672236,0.09218223843192531,-0.2578863847866985,0.6127232440347004
RANDOM_P04_D1,0.09500373019187851,0.5593660443811216,0.3270569282443925,0.044539098053847245,0.007612124482106122,0.24568248208172708,0.08354199823501932,0.6321984357265081,0.7047735488089756
RANDOM_P04_D2,0.10412398396570849,0.5148391261032136,0.13628745072101206,-0.17741495711763064,0.01683795143614951,0.3020366229867957,0.12655156986976393,0.4593824737970638,0.31312407472387505
RANDOM_P05_D0,0.1589145185757031,0.0815855391277174,0.2040834922292459,-0.014821976294572967,,0.21528255738675953,0.10956675342444253,0.6580071652382918,0.4364877789780659
RANDOM_P05_D1,0.03672836095529993,0.028910873426050716,0.13350082554098208,-0.11701014585354984,0.006786884641124799,0.2566738620630456,0.10337339391130418,0.5929144291868356,0.6195428992811766
RANDOM_P05_D2,0.38544771455097987,0.5190256189441075,0.37223129930407883,-0.10892630132803137,0.026791030263651473,0.38150339123950355,0.0869141039426053,0.44957873086487515,0.2601143326320701
RANDOM_P06_D0,-0.000337488298254455,0.3579271451989876,0.10326116436606779,-0.1504384395368909,0.03901199197588781,0.048928289696245145,0.098248989006362,0.3284369727203127,0.7650553461783304
