piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
RANDOM_P01_D0,-0.0272460515114382,,0.0072678484632056,0.0819988778248397,0.2857881094856204,0.1277349793420417,0.1187836592349721,0.0858055113808802,0.0086639238348201
RANDOM_P01_D1,0.0079255684197393,,-0.0133778418967363,-0.2140214103472908,-0.0025807013309838,0.2395609403761728,0.1125238941930919,-0.1293915026869193,0.0022846411399947
RANDOM_P01_D2,-0.0446524089344303,,-0.0047819678958161,0.0596008404786983,0.2241828053262541,0.3420507132063464,0.0425924860514638,0.0412180326463251,-0.0331420542162424
RANDOM_P02_D0,-0.0535094725931027,0.1832027095923151,0.0027943553858423,-0.0503929002276815,0.1366021663275577,0.1319245199830728,0.1071383853426415,0.2502281133584899,0.2650325339430334
RANDOM_P02_D1,-0.0929504824760238,0.1360176441736146,0.0432895034697671,0.0481763693721696,0.0029866380255866,0.2082265553445922,0.1462975971139442,0.0330203874438126,-0.2688533002757325
RANDOM_P02_D2,-0.0327877590023846,0.1377205610559723,-0.0572865402519327,-0.0343695608265649,-0.0104692508451665,0.3868119245085675,0.1225881124785886,-0.1184700417943616,0.2479530684319339
RANDOM_P03_D0,0.027241222421976,0.0458790289757936,0.070177084207198,-0.0851789535599411,0.1355099625356372,-0.1360587920320409,0.1134352338557918,-0.1009432024171898,0.0598218052867452
RANDOM_P03_D1,0.1903803848495687,0.0948378276723667,0.2384370715996208,0.1573423920246331,0.098047788773847,0.0199531749347302,0.1522082344454603,0.1298896172942056,0.3321315897634042
RANDOM_P03_D2,0.0079717766167868,0.0365325847776549,-0.0126520649404921,-0.050562047364175,0.1627775214759119,0.2797721014942315,0.0620332931780262,0.3207110138260216,-0.1057386338514398
RANDOM_P04_D0,-0.0236008054449475,0.0411813979153634,0.0166263892808332,0.0252335571045395,-0.0174941858646393,0.0193113012695907,0.1276462103662899,-0.338585672465259,0.1211822198535709
RANDOM_P04_D1,0.0283424026207022,0.0703456309671766,0.1744892635349773,-0.1307119566283763,-0.0313585758993472,-0.0490945903616467,0.1434777553699077,0.1479643733820289,0.3840796775915392
RANDOM_P04_D2,0.0608379845259052,0.1047351301794898,0.0312232265211014,0.0292062305673454,0.0348025931100987,0.2754736316872518,0.1288749378237915,-0.1876278542765714,-0.0267307966993447
RANDOM_P05_D0,0.0149413799435426,0.1779743323263458,0.0463587577563116,-0.155969904594385,0.1097010767164653,-0.0265405415535145,0.1138966617593412,-0.0558758790316229,-0.0762817941307817
RANDOM_P05_D1,-0.0066235163474289,-0.0154214756387615,0.0088453291474326,0.1373259790039961,-0.0127905154401893,-0.0066540967958817,0.1347579224365119,0.062828560686222,0.4820673800873523
RANDOM_P05_D2,0.0441200531628065,-0.0531047362444397,0.0706768047367872,-0.0947696146566151,0.0659528962561002,0.3042485730184403,0.1452112109420875,0.3533904062381459,0.1173096005395862
RANDOM_P06_D0,0.0209779377775041,0.0277487516261049,0.0306093646967762,-0.0595057456038541,0.0401953686602323,-0.0066261362571908,0.0997549811980417,-0.310857894401206,0.0896690655797867
RANDOM_P06_D1,0.2005796969865146,0.0220022019958451,0.0998670381321922,0.2191149532471132,0.0073835268853182,-0.0135010334853388,0.1242172191148845,0.0185531236004955,0.5636414090308393
RANDOM_P06_D2,0.0879827682717867,0.0233735808043986,0.0600939010756387,0.1661612311120155,0.162390629549988,0.0658328075353842,0.0931702822906131,0.322342953716461,0.3636396517432708
RANDOM_P07_D0,0.0833232638357527,0.0080468741138854,0.0991097056393636,-0.0261941362516355,0.1720598286300159,-0.0844931485575154,0.1694171195959018,-0.1637912503687073,0.2379426893373713
RANDOM_P07_D1,-0.0359422934087627,0.2472354996081604,-0.0256138822212409,0.1996838689782809,0.0009101067721029,0.0120883878789726,0.12257553837053,0.0821551536944013,0.3313669579246145
RANDOM_P07_D2,0.087973287996979,0.002371155688475,0.0486535745440324,0.1561598660722331,0.0836550934607841,0.0338978397331044,0.1509466004988003,0.3109452354305452,0.2866434229914752
RANDOM_P08_D0,0.0353563971047318,0.0687596276339224,0.0465662814283307,-0.0709783464735958,0.0953139953065178,-0.0059964006656612,0.1301855712785858,0.1337705669122066,-0.0805472218844726
RANDOM_P08_D1,0.0819890890208517,-0.0310737666302961,0.1252013166020179,-0.0703380236917774,0.0476231398276997,0.0337953886886926,0.1049040778626926,0.2975764662498005,0.3258628621789953
RANDOM_P08_D2,0.0091052650613626,0.0058652375072881,0.0004725518074823,0.0397763796969264,0.1319218272527322,0.0667813126960067,0.130911411654041,0.4223288342692087,0.2544196144358672
RANDOM_P09_D0,0.0851110128773783,-0.0039336453320702,0.1203701867367998,-0.0147068787036662,0.0379488216780111,-0.0475752105343257,0.1110951041734785,-0.2309264756899717,0.2684807330123286
RANDOM_P09_D1,0.0104482423183223,-0.0207144694756375,0.0301493923849095,0.0032695319485218,0.0449631377751525,-0.0119337636394994,0.1825341400577958,-0.0378536204527567,0.2338579991810175
RANDOM_P09_D2,0.0742632337843283,-0.0434082779920228,0.0457555083517572,0.0844101856641936,0.1464010209611576,0.1141436201221009,0.1954869834044441,0.2122536158438902,0.212647235537203
RANDOM_P10_D0,0.0588987770860311,-0.0275945400513595,0.0530391612183743,-0.0226992573727934,0.0998613316820369,0.0757019827733531,0.1494545839402089,-0.2728139011412528,-0.1333879268892783
RANDOM_P10_D1,0.0038455108151696,-0.0280928111524853,0.0217346296386063,-0.0844057497697607,0.0416723658692463,-0.0202308299583957,0.1463974906457664,-0.1029691816788272,0.23069163813639
RANDOM_P10_D2,0.0352120920330594,0.0376929967161369,-0.0128521758205118,0.1566459138020237,0.1331208302750016,-0.039754011912605,0.1372951425102442,-0.1952676247094416,0.2863099733208969
RANDOM_P11_D0,0.0448671145181579,-0.0284743276854746,0.0255146969525091,-0.1220077878030041,0.0192062573418164,-0.0950578748947826,0.1377454917076375,0.2877629920510863,-0.1374712326063807
RANDOM_P11_D1,0.0272705838007201,0.0266914632052422,0.0010763339991769,-0.0293641028973079,0.1188390922712,-0.0718682199923913,0.1372713548385222,-0.2874618765863607,0.2421393972813764
RANDOM_P11_D2,0.1029589670930277,-0.026351565514811,0.025440599973567,0.0836436556804064,0.0906905288115552,-0.0749216730179872,0.1553020923083023,-0.0691952791154037,0.3051510519521842
RANDOM_P12_D0,0.0580634288848034,-0.02546856866526,0.0578093244518306,-0.0674637044594893,0.0724860082715544,-0.0017082646721302,0.1157848324415446,-0.2346078789263979,0.3637514067699616
RANDOM_P12_D1,0.0095604251812287,-0.0262249313235341,0.0296791588741301,-0.0238422258845624,0.0765274735044247,-0.2034779190680775,0.1276383562877846,-0.3879275324280754,0.1658333704281419
RANDOM_P12_D2,0.0558124542005927,0.0289657573590387,0.0458250587878421,0.0799266508815794,0.1143055959827604,-0.1230917752085968,0.1442391588565109,-0.0480149283449188,0.2018387755340704
RANDOM_P13_D0,0.0057535239011691,0.0389741194241126,0.0170362883333005,0.0016649000514518,-0.0014229641045615,0.1024877972916563,0.1416904984833768,-0.10676156132713,0.1917779688011222
RANDOM_P13_D1,0.0649604536033594,0.0630935825682272,0.0245444761598002,0.1012664127657118,0.0448211907375961,0.1170558964416675,0.1561640641523096,-0.0678751082324894,0.1258567977482879
RANDOM_P13_D2,0.0192125592472474,0.0667195285475896,-0.0342356170431663,0.0915834737135137,0.1126973769203825,0.0821428418834567,0.1548245294667727,-0.0197509910969182,0.2022050668045196
RANDOM_P14_D0,0.0878251374631269,0.0828638280897158,0.0629953203885372,0.0518165997159537,0.0200629413183878,-0.0579245187900177,0.1466721131461759,-0.2444602330006022,0.5113760656076607
RANDOM_P14_D1,0.0420087587875081,-0.0184271335293494,0.0092749673792718,0.1171821343352246,0.142280033197703,0.0049316849403563,0.1051425860484716,0.0533857078409182,0.1954820208350695
RANDOM_P14_D2,0.0275741051869231,0.0041787997979787,0.0359260011915862,0.1535730911487234,0.1011964881399379,0.1222557924564088,0.1426405752444358,0.1550236333915723,0.1853371450549397
RANDOM_P15_D0,0.0687122458509078,-0.0150030998943638,0.0257213782127089,0.0401661952695152,0.0408034035214556,0.0754120084433593,0.1690193233674856,0.012097200435439,0.4942780990710066
RANDOM_P15_D1,0.0163860394069471,0.0809756695365643,0.0290592049444715,0.0701419654944067,0.0803206068625372,-0.0293491262341497,0.112360885372574,0.0778322167634214,-0.0075372099465534
